,"activity, %"
ARHGAP22,79
Actin_BR,41
Actin_ST,38
Arp2_3,41
CP,69
Cdc42,50
Cofilin,30
Coronin,17
Cortactin,19
Dia1,31
Dia2,96
Ena_Vasp,0
IRSp53_Cdc42,0
IRSp53_Rac1,19
LIMK,83
NET1,46
PAK,54
PIP2,49
PKD,79
Profilin,65
ROCK,79
ROS,19
Rac1,19
RhoA,82
SSH,17
Thymosin,42
WASP,57
WAVE,25
