,"activity, %"
ARHGAP22,34
Actin_BR,64
Actin_ST,78
Arp2_3,64
CP,52
Cdc42,50
Cofilin,4
Coronin,0
Cortactin,64
Dia1,16
Dia2,95
Ena_Vasp,95
IRSp53_Cdc42,50
IRSp53_Rac1,64
LIMK,99
NET1,34
PAK,66
PIP2,49
PKD,34
Profilin,80
ROCK,34
ROS,0
Rac1,64
RhoA,34
SSH,0
Thymosin,39
WASP,58
WAVE,76
