,"activity, %"
Actin_BR,58
Actin_ST,94
Arp2_3,58
CP,79
Cdc42,50
Cofilin,0
Coronin,56
Cortactin,50
Dia1,0
Dia2,100
Ena_Vasp,0
IRSp53_Cdc42,50
IRSp53_Rac1,50
LIMK,44
PAK,75
PIP2,52
PKD,44
Profilin,94
ROCK,44
Rac1,50
RhoA,50
SSH,56
Thymosin,43
UPSTREAM,50
WASP,57
WAVE,100
