,"activity, %"
ARHGAP22,0
Actin_BR,58
Actin_ST,76
Arp2_3,58
CP,51
Cdc42,49
Cofilin,79
Coronin,94
Cortactin,58
Dia1,4
Dia2,73
Ena_Vasp,87
IRSp53_Cdc42,49
IRSp53_Rac1,0
LIMK,1
NET1,27
PAK,73
PIP2,51
PKD,0
Profilin,87
ROCK,0
ROS,58
Rac1,58
RhoA,15
SSH,94
Thymosin,9
WASP,85
WAVE,58
