,"activity, %"
ARHGAP22,24
Actin_BR,62
Actin_ST,71
Arp2_3,62
CP,51
Cdc42,51
Cofilin,0
Coronin,0
Cortactin,62
Dia1,11
Dia2,84
Ena_Vasp,87
IRSp53_Cdc42,51
IRSp53_Rac1,62
LIMK,96
NET1,35
PAK,65
PIP2,51
PKD,24
Profilin,76
ROCK,24
ROS,62
Rac1,62
RhoA,24
SSH,0
Thymosin,49
WASP,51
WAVE,73
