,"activity, %"
ARHGAP22,27
Actin_BR,55
Actin_ST,58
Arp2_3,55
CP,31
Cdc42,51
Cofilin,57
Coronin,61
Cortactin,0
Dia1,30
Dia2,81
Ena_Vasp,91
IRSp53_Cdc42,51
IRSp53_Rac1,59
LIMK,38
NET1,30
PAK,70
PIP2,50
PKD,27
Profilin,90
ROCK,27
ROS,0
Rac1,59
RhoA,30
SSH,61
Thymosin,31
WASP,66
WAVE,72
