,"activity, %"
ARHGAP22,92
Actin_BR,0
Actin_ST,64
Arp2_3,0
CP,49
Cdc42,52
Cofilin,3
Coronin,8
Cortactin,5
Dia1,51
Dia2,100
Ena_Vasp,97
IRSp53_Cdc42,52
IRSp53_Rac1,0
LIMK,92
NET1,100
PAK,0
PIP2,51
PKD,92
Profilin,64
ROCK,92
ROS,5
Rac1,5
RhoA,100
SSH,8
Thymosin,47
WASP,51
WAVE,5
