,"activity, %"
Actin_BR,58
Actin_ST,86
Arp2_3,58
CP,54
Cdc42,50
Cofilin,0
Coronin,62
Cortactin,50
Dia1,0
Dia2,50
Ena_Vasp,77
IRSp53_Cdc42,50
IRSp53_Rac1,50
LIMK,19
PAK,75
PIP2,50
PKD,0
Profilin,94
ROCK,0
Rac1,50
RhoA,0
SSH,62
Thymosin,42
UPSTREAM,50
WASP,58
WAVE,100
