,"activity, %"
ARHGAP22,12
Actin_BR,55
Actin_ST,65
Arp2_3,55
CP,49
Cdc42,51
Cofilin,79
Coronin,86
Cortactin,0
Dia1,8
Dia2,77
Ena_Vasp,73
IRSp53_Cdc42,51
IRSp53_Rac1,55
LIMK,9
NET1,32
PAK,65
PIP2,47
PKD,0
Profilin,71
ROCK,12
ROS,55
Rac1,55
RhoA,23
SSH,86
Thymosin,15
WASP,68
WAVE,64
