,"activity, %"
ARHGAP22,0
Actin_BR,92
Actin_ST,42
Arp2_3,92
CP,53
Cdc42,49
Cofilin,3
Coronin,0
Cortactin,92
Dia1,9
Dia2,63
Ena_Vasp,83
IRSp53_Cdc42,49
IRSp53_Rac1,92
LIMK,100
NET1,7
PAK,93
PIP2,49
PKD,15
Profilin,100
ROCK,15
ROS,92
Rac1,92
RhoA,15
SSH,0
Thymosin,39
WASP,61
WAVE,100
