,"activity, %"
ARHGAP22,72
Actin_BR,38
Actin_ST,95
Arp2_3,38
CP,0
Cdc42,49
Cofilin,0
Coronin,18
Cortactin,24
Dia1,76
Dia2,96
Ena_Vasp,97
IRSp53_Cdc42,49
IRSp53_Rac1,25
LIMK,82
NET1,45
PAK,55
PIP2,52
PKD,72
Profilin,97
ROCK,72
ROS,25
Rac1,25
RhoA,76
SSH,18
Thymosin,53
WASP,47
WAVE,37
