,"activity, %"
Actin_BR,30
Actin_ST,59
Arp2_3,30
CP,50
Cdc42,49
Cofilin,0
Coronin,9
Cortactin,0
Dia1,50
Dia2,100
Ena_Vasp,97
IRSp53,49
LIMK,91
PAK,95
PIP2,50
PKD,91
Profilin,59
ROCK,91
ROCK_,91
Rac1,0
RhoA,100
SSH,9
Thymosin,53
WASP,47
WAVE,0
