,"activity, %"
Actin_BR,86
Actin_ST,0
Arp2_3,86
CP,47
Cdc42,51
Cofilin,69
Coronin,91
Cortactin,95
Dia1,2
Dia2,83
Ena_Vasp,96
IRSp53,85
LIMK,4
PAK,89
PIP2,53
PKD,4
Profilin,0
ROCK,4
Rac1,83
RhoA,5
SSH,91
Thymosin,24
WASP,76
WAVE,83
