,"activity, %"
Actin_BR,91
Actin_ST,90
Arp2_3,91
CP,0
Cdc42,50
Cofilin,21
Coronin,23
Cortactin,96
Dia1,68
Dia2,87
Ena_Vasp,100
IRSp53,59
LIMK,77
PAK,99
PIP2,48
PKD,67
Profilin,90
ROCK,67
ROCK_,67
Rac1,33
RhoA,68
SSH,23
Thymosin,31
WASP,69
WAVE,33
