,"activity, %"
ARHGAP22,20
Actin_BR,65
Actin_ST,51
Arp2_3,65
CP,36
Cdc42,52
Cofilin,38
Coronin,0
Cortactin,65
Dia1,20
Dia2,72
Ena_Vasp,92
IRSp53_Cdc42,52
IRSp53_Rac1,65
LIMK,0
NET1,33
PAK,67
PIP2,48
PKD,20
Profilin,89
ROCK,20
ROS,65
Rac1,65
RhoA,20
SSH,0
Thymosin,28
WASP,67
WAVE,78
