,"activity, %"
Actin_BR,92
Actin_ST,92
Arp2_3,92
CP,100
Cdc42,50
Cofilin,100
Coronin,100
Cortactin,92
Dia1,0
Dia2,92
Ena_Vasp,100
IRSp53,100
LIMK,0
PAK,100
PIP2,0
PKD,0
Profilin,100
ROCK,0
ROCK_,0
Rac1,92
RhoA,8
SSH,100
Thymosin,0
WASP,100
WAVE,92
