,"activity, %"
ARHGAP22,0
Actin_BR,78
Actin_ST,51
Arp2_3,78
CP,40
Cdc42,51
Cofilin,80
Coronin,86
Cortactin,78
Dia1,6
Dia2,57
Ena_Vasp,95
IRSp53_Cdc42,51
IRSp53_Rac1,78
LIMK,0
NET1,19
PAK,80
PIP2,51
PKD,4
Profilin,94
ROCK,4
ROS,78
Rac1,78
RhoA,6
SSH,86
Thymosin,7
WASP,89
WAVE,91
