,"activity, %"
ARHGAP22,22
Actin_BR,63
Actin_ST,76
Arp2_3,63
CP,51
Cdc42,48
Cofilin,66
Coronin,64
Cortactin,63
Dia1,10
Dia2,86
Ena_Vasp,96
IRSp53_Cdc42,48
IRSp53_Rac1,63
LIMK,0
NET1,36
PAK,64
PIP2,50
PKD,22
Profilin,82
ROCK,22
ROS,63
Rac1,63
RhoA,25
SSH,64
Thymosin,17
WASP,79
WAVE,74
