,"activity, %"
ARHGAP22,0
Actin_BR,0
Actin_ST,53
Arp2_3,0
CP,0
Cdc42,48
Cofilin,28
Coronin,34
Cortactin,0
Dia1,0
Dia2,48
Ena_Vasp,65
IRSp53_Cdc42,48
IRSp53_Rac1,0
LIMK,0
NET1,100
PAK,0
PIP2,51
PKD,0
Profilin,53
ROCK,0
ROS,0
Rac1,0
RhoA,0
SSH,34
Thymosin,40
WASP,53
WAVE,0
