,"activity, %"
ARHGAP22,0
Actin_BR,95
Actin_ST,55
Arp2_3,95
CP,45
Cdc42,54
Cofilin,10
Coronin,8
Cortactin,95
Dia1,55
Dia2,100
Ena_Vasp,100
IRSp53_Cdc42,54
IRSp53_Rac1,95
LIMK,92
NET1,4
PAK,96
PIP2,51
PKD,92
Profilin,100
ROCK,92
ROS,0
Rac1,95
RhoA,100
SSH,8
Thymosin,31
WASP,69
WAVE,100
