,"activity, %"
ARHGAP22,70
Actin_BR,41
Actin_ST,76
Arp2_3,41
CP,17
Cdc42,52
Cofilin,0
Coronin,19
Cortactin,26
Dia1,64
Dia2,90
Ena_Vasp,94
IRSp53_Cdc42,52
IRSp53_Rac1,26
LIMK,81
NET1,0
PAK,61
PIP2,50
PKD,70
Profilin,93
ROCK,70
ROS,26
Rac1,26
RhoA,74
SSH,19
Thymosin,52
WASP,48
WAVE,40
