,"activity, %"
ARHGAP22,88
Actin_BR,5
Actin_ST,2
Arp2_3,5
CP,100
Cdc42,51
Cofilin,12
Coronin,12
Cortactin,5
Dia1,0
Dia2,99
Ena_Vasp,94
IRSp53_Cdc42,51
IRSp53_Rac1,5
LIMK,88
NET1,47
PAK,53
PIP2,0
PKD,88
Profilin,8
ROCK,88
ROS,5
Rac1,5
RhoA,97
SSH,12
Thymosin,88
WASP,0
WAVE,8
