,"activity, %"
Actin_BR,64
Actin_ST,0
Arp2_3,64
CP,49
Cdc42,48
Cofilin,57
Coronin,66
Cortactin,64
Dia1,10
Dia2,87
Ena_Vasp,93
IRSp53_Cdc42,48
IRSp53_Rac1,64
LIMK,33
NET1,64
PAK,64
PIP2,52
PKD,22
Profilin,0
ROCK,22
ROCK_,22
ROS,64
Rac1,64
RhoA,24
SSH,66
Thymosin,29
WASP,69
WAVE,76
