,"activity, %"
ARHGAP22,0
Actin_BR,62
Actin_ST,42
Arp2_3,62
CP,35
Cdc42,50
Cofilin,58
Coronin,0
Cortactin,62
Dia1,0
Dia2,50
Ena_Vasp,78
IRSp53_Cdc42,50
IRSp53_Rac1,62
LIMK,3
NET1,0
PAK,65
PIP2,49
PKD,0
Profilin,81
ROCK,0
ROS,62
Rac1,62
RhoA,0
SSH,62
Thymosin,27
WASP,69
WAVE,73
