,"activity, %"
ARHGAP22,0
Actin_BR,86
Actin_ST,13
Arp2_3,86
CP,86
Cdc42,51
Cofilin,86
Coronin,100
Cortactin,88
Dia1,13
Dia2,73
Ena_Vasp,0
IRSp53_Cdc42,51
IRSp53_Rac1,88
LIMK,0
NET1,11
PAK,89
PIP2,49
PKD,0
Profilin,100
ROCK,0
ROS,88
Rac1,88
RhoA,23
SSH,100
Thymosin,10
WASP,90
WAVE,99
