,"activity, %"
ARHGAP22,0
Actin_BR,19
Actin_ST,12
Arp2_3,19
CP,15
Cdc42,50
Cofilin,41
Coronin,66
Cortactin,19
Dia1,0
Dia2,50
Ena_Vasp,50
IRSp53_Cdc42,50
IRSp53_Rac1,19
LIMK,16
NET1,41
PAK,59
PIP2,50
PKD,0
Profilin,35
ROCK,0
ROS,19
Rac1,19
RhoA,0
SSH,66
Thymosin,59
WASP,0
WAVE,35
