,"activity, %"
Actin_BR,0
Actin_ST,100
Arp2_3,0
CP,50
Cdc42,48
Cofilin,36
Coronin,100
Cortactin,100
Dia1,50
Dia2,100
Ena_Vasp,100
IRSp53,100
LIMK,0
PAK,0
PIP2,50
PKD,0
Profilin,100
ROCK,0
ROCK_,0
Rac1,100
RhoA,100
SSH,100
Thymosin,33
WASP,67
WAVE,100
