,"activity, %"
ARHGAP22,0
Actin_BR,50
Actin_ST,61
Arp2_3,50
CP,52
Cdc42,50
Cofilin,0
Coronin,83
Cortactin,50
Dia1,0
Dia2,50
Ena_Vasp,69
IRSp53_Cdc42,50
IRSp53_Rac1,50
LIMK,2
NET1,36
PAK,64
PIP2,51
PKD,0
Profilin,70
ROCK,0
ROS,50
Rac1,50
RhoA,0
SSH,83
Thymosin,49
WASP,51
WAVE,68
