,"activity, %"
Actin_BR,60
Actin_ST,100
Arp2_3,60
CP,100
Cdc42,52
Cofilin,0
Coronin,56
Cortactin,50
Dia1,0
Dia2,100
Ena_Vasp,82
IRSp53_Cdc42,52
IRSp53_Rac1,50
LIMK,44
PAK,76
PIP2,0
PKD,44
Profilin,100
ROCK,44
Rac1,50
RhoA,50
SSH,56
Thymosin,45
UPSTREAM,50
WASP,55
WAVE,100
