,"activity, %"
ARHGAP22,86
Actin_BR,40
Actin_ST,61
Arp2_3,40
CP,50
Cdc42,48
Cofilin,31
Coronin,0
Cortactin,14
Dia1,42
Dia2,91
Ena_Vasp,100
IRSp53_Cdc42,48
IRSp53_Rac1,14
LIMK,0
NET1,51
PAK,49
PIP2,50
PKD,86
Profilin,65
ROCK,86
ROS,14
Rac1,14
RhoA,86
SSH,0
Thymosin,47
WASP,53
WAVE,24
