,"activity, %"
ARHGAP22,23
Actin_BR,72
Actin_ST,61
Arp2_3,72
CP,34
Cdc42,53
Cofilin,76
Coronin,86
Cortactin,70
Dia1,26
Dia2,74
Ena_Vasp,84
IRSp53_Cdc42,53
IRSp53_Rac1,70
LIMK,14
NET1,0
PAK,79
PIP2,50
PKD,0
Profilin,98
ROCK,23
ROS,70
Rac1,70
RhoA,30
SSH,86
Thymosin,17
WASP,79
WAVE,75
