,"activity, %"
ARHGAP22,0
Actin_BR,75
Actin_ST,78
Arp2_3,75
CP,57
Cdc42,49
Cofilin,5
Coronin,0
Cortactin,75
Dia1,3
Dia2,86
Ena_Vasp,88
IRSp53_Cdc42,49
IRSp53_Rac1,75
LIMK,94
NET1,23
PAK,77
PIP2,48
PKD,11
Profilin,84
ROCK,11
ROS,75
Rac1,75
RhoA,11
SSH,0
Thymosin,35
WASP,63
WAVE,88
