,"activity, %"
ARHGAP22,0
Actin_BR,49
Actin_ST,41
Arp2_3,49
CP,26
Cdc42,50
Cofilin,0
Coronin,83
Cortactin,49
Dia1,0
Dia2,50
Ena_Vasp,67
IRSp53_Cdc42,50
IRSp53_Rac1,49
LIMK,3
NET1,36
PAK,64
PIP2,50
PKD,0
Profilin,75
ROCK,0
ROS,49
Rac1,49
RhoA,0
SSH,83
Thymosin,52
WASP,48
WAVE,67
