,"activity, %"
ARHGAP22,20
Actin_BR,38
Actin_ST,53
Arp2_3,38
CP,24
Cdc42,50
Cofilin,49
Coronin,61
Cortactin,40
Dia1,23
Dia2,0
Ena_Vasp,88
IRSp53_Cdc42,50
IRSp53_Rac1,40
LIMK,35
NET1,34
PAK,65
PIP2,51
PKD,20
Profilin,77
ROCK,20
ROS,40
Rac1,40
RhoA,23
SSH,61
Thymosin,33
WASP,65
WAVE,0
