,"activity, %"
Actin_BR,59
Actin_ST,83
Arp2_3,59
CP,49
Cdc42,51
Cofilin,0
Coronin,55
Cortactin,50
Dia1,25
Dia2,0
Ena_Vasp,86
IRSp53_Cdc42,51
IRSp53_Rac1,50
LIMK,45
PAK,75
PIP2,52
PKD,45
Profilin,97
ROCK,45
Rac1,50
RhoA,50
SSH,55
Thymosin,42
UPSTREAM,50
WASP,58
WAVE,100
