,"activity, %"
ARHGAP22,77
Actin_BR,45
Actin_ST,40
Arp2_3,45
CP,100
Cdc42,52
Cofilin,48
Coronin,18
Cortactin,0
Dia1,0
Dia2,95
Ena_Vasp,97
IRSp53_Cdc42,52
IRSp53_Rac1,19
LIMK,82
NET1,46
PAK,54
PIP2,0
PKD,77
Profilin,46
ROCK,77
ROS,19
Rac1,19
RhoA,82
SSH,18
Thymosin,52
WASP,45
WAVE,25
