,"activity, %"
ARHGAP22,85
Actin_BR,37
Actin_ST,75
Arp2_3,37
CP,21
Cdc42,55
Cofilin,19
Coronin,0
Cortactin,14
Dia1,70
Dia2,99
Ena_Vasp,99
IRSp53_Cdc42,55
IRSp53_Rac1,14
LIMK,96
NET1,45
PAK,55
PIP2,48
PKD,85
Profilin,94
ROCK,85
ROS,14
Rac1,14
RhoA,85
SSH,3
Thymosin,47
WASP,52
WAVE,0
