,"activity, %"
Actin_BR,48
Actin_ST,61
Arp2_3,48
CP,47
Cdc42,50
Cofilin,71
Coronin,88
Cortactin,48
Dia1,0
Dia2,48
Ena_Vasp,84
IRSp53,66
LIMK,3
PAK,66
PIP2,53
PKD,0
Profilin,75
ROCK,0
ROCK_,0
Rac1,48
RhoA,0
SSH,88
Thymosin,15
WASP,78
WAVE,0
