,"activity, %"
Actin_BR,55
Actin_ST,91
Arp2_3,55
CP,0
Cdc42,52
Cofilin,27
Coronin,24
Cortactin,34
Dia1,68
Dia2,86
Ena_Vasp,100
IRSp53,60
LIMK,76
PAK,99
PIP2,51
PKD,66
Profilin,91
ROCK,66
ROCK_,66
Rac1,34
RhoA,68
SSH,24
Thymosin,42
WASP,58
WAVE,34
