,"activity, %"
ARHGAP22,72
Actin_BR,46
Actin_ST,0
Arp2_3,46
CP,24
Cdc42,47
Cofilin,30
Coronin,21
Cortactin,25
Dia1,64
Dia2,97
Ena_Vasp,100
IRSp53_Cdc42,47
IRSp53_Rac1,26
LIMK,79
NET1,47
PAK,53
PIP2,49
PKD,72
Profilin,0
ROCK,72
ROS,26
Rac1,26
RhoA,76
SSH,21
Thymosin,41
WASP,59
WAVE,34
