,"activity, %"
Actin_BR,57
Actin_ST,18
Arp2_3,57
CP,84
Cdc42,50
Cofilin,26
Coronin,19
Cortactin,29
Dia1,0
Dia2,87
Ena_Vasp,0
IRSp53,57
LIMK,81
PAK,99
PIP2,50
PKD,70
Profilin,51
ROCK,70
ROCK_,70
Rac1,29
RhoA,72
SSH,19
Thymosin,45
WASP,55
WAVE,29
