,"activity, %"
ARHGAP22,76
Actin_BR,43
Actin_ST,65
Arp2_3,43
CP,51
Cdc42,50
Cofilin,41
Coronin,16
Cortactin,20
Dia1,38
Dia2,92
Ena_Vasp,98
IRSp53_Cdc42,50
IRSp53_Rac1,0
LIMK,0
NET1,45
PAK,55
PIP2,50
PKD,76
Profilin,69
ROCK,76
ROS,21
Rac1,21
RhoA,81
SSH,16
Thymosin,39
WASP,60
WAVE,21
