,"activity, %"
ARHGAP22,26
Actin_BR,47
Actin_ST,50
Arp2_3,47
CP,100
Cdc42,49
Cofilin,65
Coronin,63
Cortactin,47
Dia1,0
Dia2,76
Ena_Vasp,93
IRSp53_Cdc42,49
IRSp53_Rac1,0
LIMK,37
NET1,39
PAK,61
PIP2,0
PKD,26
Profilin,67
ROCK,26
ROS,47
Rac1,47
RhoA,29
SSH,63
Thymosin,31
WASP,64
WAVE,47
