,"activity, %"
ARHGAP22,80
Actin_BR,40
Actin_ST,56
Arp2_3,40
CP,0
Cdc42,50
Cofilin,28
Coronin,17
Cortactin,16
Dia1,0
Dia2,99
Ena_Vasp,99
IRSp53_Cdc42,50
IRSp53_Rac1,16
LIMK,83
NET1,48
PAK,52
PIP2,51
PKD,80
Profilin,56
ROCK,80
ROS,16
Rac1,16
RhoA,85
SSH,17
Thymosin,44
WASP,56
WAVE,21
