,"activity, %"
ARHGAP22,88
Actin_BR,0
Actin_ST,63
Arp2_3,0
CP,49
Cdc42,48
Cofilin,6
Coronin,12
Cortactin,6
Dia1,51
Dia2,100
Ena_Vasp,96
IRSp53_Cdc42,48
IRSp53_Rac1,6
LIMK,88
NET1,100
PAK,0
PIP2,51
PKD,88
Profilin,63
ROCK,88
ROS,0
Rac1,6
RhoA,100
SSH,12
Thymosin,47
WASP,51
WAVE,6
