,"activity, %"
ARHGAP22,92
Actin_BR,33
Actin_ST,66
Arp2_3,33
CP,52
Cdc42,51
Cofilin,26
Coronin,8
Cortactin,6
Dia1,48
Dia2,100
Ena_Vasp,99
IRSp53_Cdc42,51
IRSp53_Rac1,0
LIMK,92
NET1,47
PAK,53
PIP2,48
PKD,92
Profilin,66
ROCK,92
ROS,0
Rac1,6
RhoA,100
SSH,8
Thymosin,45
WASP,54
WAVE,6
