,"activity, %"
Actin_BR,64
Actin_ST,21
Arp2_3,64
CP,81
Cdc42,50
Cofilin,68
Coronin,81
Cortactin,60
Dia1,15
Dia2,88
Ena_Vasp,0
IRSp53,81
LIMK,19
PAK,81
PIP2,50
PKD,0
Profilin,87
ROCK,32
ROCK_,32
Rac1,60
RhoA,40
SSH,81
Thymosin,17
WASP,81
WAVE,60
