,"activity, %"
ARHGAP22,0
Actin_BR,53
Actin_ST,59
Arp2_3,53
CP,49
Cdc42,52
Cofilin,73
Coronin,80
Cortactin,0
Dia1,0
Dia2,53
Ena_Vasp,74
IRSp53_Cdc42,52
IRSp53_Rac1,53
LIMK,3
NET1,0
PAK,61
PIP2,51
PKD,0
Profilin,67
ROCK,0
ROS,53
Rac1,53
RhoA,0
SSH,80
Thymosin,22
WASP,69
WAVE,61
