,"activity, %"
ARHGAP22,45
Actin_BR,28
Actin_ST,66
Arp2_3,28
CP,28
Cdc42,51
Cofilin,28
Coronin,15
Cortactin,0
Dia1,49
Dia2,100
Ena_Vasp,0
IRSp53_Cdc42,51
IRSp53_Rac1,0
LIMK,85
NET1,49
PAK,51
PIP2,49
PKD,45
Profilin,86
ROCK,45
ROS,0
Rac1,0
RhoA,49
SSH,15
Thymosin,46
WASP,52
WAVE,0
