,"activity, %"
Actin_BR,49
Actin_ST,88
Arp2_3,49
CP,0
Cdc42,48
Cofilin,0
Coronin,23
Cortactin,31
Dia1,70
Dia2,88
Ena_Vasp,99
IRSp53,56
LIMK,77
PAK,98
PIP2,50
PKD,69
Profilin,88
ROCK,69
ROCK_,69
Rac1,31
RhoA,70
SSH,23
Thymosin,50
WASP,50
WAVE,31
