,"activity, %"
Actin_BR,45
Actin_ST,75
Arp2_3,45
CP,51
Cdc42,51
Cofilin,0
Coronin,56
Cortactin,50
Dia1,24
Dia2,100
Ena_Vasp,72
IRSp53_Cdc42,51
IRSp53_Rac1,50
LIMK,44
PAK,75
PIP2,49
PKD,44
Profilin,75
ROCK,44
Rac1,50
RhoA,50
SSH,56
Thymosin,100
UPSTREAM,50
WASP,0
WAVE,100
