,"activity, %"
ARHGAP22,81
Actin_BR,0
Actin_ST,96
Arp2_3,0
CP,0
Cdc42,49
Cofilin,6
Coronin,9
Cortactin,14
Dia1,86
Dia2,97
Ena_Vasp,94
IRSp53_Cdc42,0
IRSp53_Rac1,14
LIMK,91
NET1,48
PAK,51
PIP2,48
PKD,81
Profilin,96
ROCK,81
ROS,14
Rac1,14
RhoA,86
SSH,9
Thymosin,47
WASP,51
WAVE,25
