,"activity, %"
ARHGAP22,0
Actin_BR,74
Actin_ST,50
Arp2_3,74
CP,40
Cdc42,50
Cofilin,87
Coronin,99
Cortactin,76
Dia1,10
Dia2,60
Ena_Vasp,91
IRSp53_Cdc42,50
IRSp53_Rac1,76
LIMK,1
NET1,22
PAK,78
PIP2,49
PKD,0
Profilin,92
ROCK,0
ROS,76
Rac1,76
RhoA,10
SSH,99
Thymosin,8
WASP,87
WAVE,88
