,"activity, %"
Actin_BR,56
Actin_ST,92
Arp2_3,56
CP,0
Cdc42,50
Cofilin,48
Coronin,23
Cortactin,32
Dia1,69
Dia2,87
Ena_Vasp,100
IRSp53,57
LIMK,0
PAK,99
PIP2,52
PKD,68
Profilin,92
ROCK,68
ROCK_,68
Rac1,32
RhoA,69
SSH,23
Thymosin,40
WASP,60
WAVE,32
