,"activity, %"
ARHGAP22,87
Actin_BR,37
Actin_ST,59
Arp2_3,37
CP,51
Cdc42,49
Cofilin,13
Coronin,0
Cortactin,13
Dia1,41
Dia2,92
Ena_Vasp,97
IRSp53_Cdc42,0
IRSp53_Rac1,13
LIMK,100
NET1,51
PAK,49
PIP2,50
PKD,87
Profilin,62
ROCK,87
ROS,13
Rac1,13
RhoA,87
SSH,0
Thymosin,49
WASP,51
WAVE,22
