,"activity, %"
ARHGAP22,0
Actin_BR,47
Actin_ST,23
Arp2_3,47
CP,65
Cdc42,49
Cofilin,52
Coronin,77
Cortactin,47
Dia1,4
Dia2,61
Ena_Vasp,59
IRSp53_Cdc42,49
IRSp53_Rac1,47
LIMK,23
NET1,29
PAK,71
PIP2,50
PKD,10
Profilin,53
ROCK,10
ROS,47
Rac1,47
RhoA,15
SSH,77
Thymosin,48
WASP,0
WAVE,73
