,"activity, %"
ARHGAP22,13
Actin_BR,30
Actin_ST,18
Arp2_3,30
CP,59
Cdc42,47
Cofilin,54
Coronin,85
Cortactin,30
Dia1,8
Dia2,53
Ena_Vasp,47
IRSp53_Cdc42,47
IRSp53_Rac1,30
LIMK,15
NET1,36
PAK,64
PIP2,52
PKD,0
Profilin,45
ROCK,13
ROS,30
Rac1,30
RhoA,24
SSH,85
Thymosin,46
WASP,0
WAVE,54
