,"activity, %"
ARHGAP22,0
Actin_BR,63
Actin_ST,6
Arp2_3,63
CP,82
Cdc42,50
Cofilin,78
Coronin,84
Cortactin,63
Dia1,0
Dia2,63
Ena_Vasp,0
IRSp53_Cdc42,50
IRSp53_Rac1,63
LIMK,1
NET1,35
PAK,65
PIP2,48
PKD,0
Profilin,80
ROCK,0
ROS,63
Rac1,63
RhoA,0
SSH,84
Thymosin,13
WASP,81
WAVE,73
