,"activity, %"
ARHGAP22,24
Actin_BR,64
Actin_ST,0
Arp2_3,64
CP,54
Cdc42,49
Cofilin,50
Coronin,0
Cortactin,64
Dia1,9
Dia2,87
Ena_Vasp,94
IRSp53_Cdc42,49
IRSp53_Rac1,64
LIMK,41
NET1,35
PAK,65
PIP2,48
PKD,24
Profilin,0
ROCK,24
ROS,64
Rac1,64
RhoA,24
SSH,55
Thymosin,30
WASP,67
WAVE,76
