,"activity, %"
Actin_BR,0
Actin_ST,63
Arp2_3,0
CP,49
Cdc42,52
Cofilin,4
Coronin,8
Cortactin,8
Dia1,51
Dia2,0
Ena_Vasp,100
IRSp53,56
LIMK,92
PAK,0
PIP2,51
PKD,92
Profilin,67
ROCK,92
ROCK_,92
Rac1,8
RhoA,100
SSH,8
Thymosin,46
WASP,54
WAVE,8
