,"activity, %"
ARHGAP22,47
Actin_BR,25
Actin_ST,44
Arp2_3,25
CP,51
Cdc42,0
Cofilin,26
Coronin,30
Cortactin,25
Dia1,22
Dia2,76
Ena_Vasp,85
IRSp53_Cdc42,0
IRSp53_Rac1,25
LIMK,67
NET1,75
PAK,25
PIP2,51
PKD,47
Profilin,49
ROCK,47
ROS,25
Rac1,25
RhoA,55
SSH,30
Thymosin,45
WASP,49
WAVE,0
