,"activity, %"
ARHGAP22,81
Actin_BR,32
Actin_ST,76
Arp2_3,32
CP,20
Cdc42,46
Cofilin,21
Coronin,11
Cortactin,15
Dia1,71
Dia2,95
Ena_Vasp,96
IRSp53_Cdc42,0
IRSp53_Rac1,15
LIMK,88
NET1,48
PAK,50
PIP2,49
PKD,81
Profilin,93
ROCK,81
ROS,15
Rac1,15
RhoA,84
SSH,11
Thymosin,46
WASP,53
WAVE,0
