,"activity, %"
ARHGAP22,72
Actin_BR,54
Actin_ST,47
Arp2_3,54
CP,100
Cdc42,50
Cofilin,51
Coronin,21
Cortactin,25
Dia1,0
Dia2,92
Ena_Vasp,99
IRSp53_Cdc42,50
IRSp53_Rac1,26
LIMK,79
NET1,46
PAK,54
PIP2,0
PKD,72
Profilin,56
ROCK,72
ROS,26
Rac1,26
RhoA,76
SSH,21
Thymosin,0
WASP,55
WAVE,35
