,"activity, %"
ARHGAP22,45
Actin_BR,0
Actin_ST,50
Arp2_3,0
CP,0
Cdc42,50
Cofilin,9
Coronin,15
Cortactin,0
Dia1,50
Dia2,100
Ena_Vasp,95
IRSp53_Cdc42,50
IRSp53_Rac1,0
LIMK,85
NET1,50
PAK,50
PIP2,48
PKD,45
Profilin,50
ROCK,45
ROS,0
Rac1,0
RhoA,50
SSH,15
Thymosin,91
WASP,0
WAVE,0
